Stock,Comment,Commented By,Timestamp
SRF,only  buy  with  targe  of  2750,Jaykumar21,2025-02-16 19:17:00
SRF,High  vlauation.  Chemical  Industry  margins  are  not  stable  as  commoditisation  is    common  problem  here.  Hence  more  than  20  PE  is  not  advisable.  This  is  my  opinion  only  and  not  investment  advise.  -  My  target  for  SRF  is  Rs  No  target  for  the  long  term  with  a  stoploss  of  Rs  No  Stop  loss,Cool Bull,2025-02-16 04:11:00
SRF,This  Forum  is  for  discussion  and  I  post  messages  for  discussion  and  not  for  investment  advise.  I  am  only  highlighting  certain  factors  which  are  relevant.  I  do  not  give  any  one  investment  advice.  Also  I  do  not  require  your  advise  whether  to  invest  or  not.  I  am  only  expressing  my  opinion  as  I  find  current  price  exorbitant  compared  to  its  earning  potential.,Cool Bull,2025-02-16 03:59:00
SRF,Looking  weak  on  weekly  chart  better  exit  !  Must  be  a  trap  for  innocent  investors.,3_3MoneyMinter,2025-02-15 11:53:00
SRF,why  did  this  climb  up  over  the  past  one  month  when  the  entire  market  was  battered,blackhawkeye,2025-02-15 09:15:00
SRF,kaal  dega  ye  badiya  gapup????,SaiSuyog,2025-02-14 15:39:00
SRF,"So  dont  invest,  ig  investors  here  are  educated  enough  to  do  their  own  research",CFO_AM,2025-02-14 12:49:00
SRF,"Saw  Deepak  nitrite  results.  horrible.  This  is  the  problem  with  Chemical  Industry.  While  the  outlook  for  SRF  and  Navin  are  bright  in  the  short  term,  medium  to  long  term  margins  will  get  moderated.  Hence  pE  of  70,  80  are  not  sustainable.",Cool Bull,2025-02-14 10:19:00
SRF,Jan  future  kab  ka  ho  geya  bhai.  Feb  future  hai.  Just  kidding,Allwaysinswag_1981,2025-02-13 15:56:00
SRF,"Another  round  to  trap  poor  investors,  better  to  exit  this  counter  or  short  if  possible.",3_3MoneyMinter,2025-02-13 13:34:00
SRF,"well,  it  is  clear  to  me  that  next  year  2024-2025  shall  be  a  better  year  for  srf  as  compared  to  now  due  to  the  chemical  sector  rebound  and  that  the  stock  price  shall  catch  up  to  this  soon.",rocky0615,2025-02-11 20:07:00
SRF,"This  should  blast  now,  breakout  and  retest  done.",MWN,2025-02-11 19:49:00
SRF,today  srf  may  move  towards  3000  If  market  supports  mark  it,kikuh,2025-02-10 11:18:00
SRF,pl  improve  your  knowledge  of   fellow,rp315,2025-02-10 11:02:00
SRF,"this  stock  is  in  consolidation,  exit  that.  chances  of  going  down  are  more  than  going  up.",3_3MoneyMinter,2025-02-09 14:25:00
SRF,Monday  target  2600.  No  tariff  on  china,drramesh29,2025-02-09 11:25:00
SRF,Monday  target  please,hahahshs,2025-02-09 06:13:00
SRF,Today  SRF  show  the  standardty  of  strength  of  company  even  market  down  212  points  but  study  in  2295range  tomorrow  it  may  cross  to  2350and  2400  is  targeted  by  on  dip  strong  volume  growth  since  this  week.,AKpost,2025-02-08 18:33:00
SRF,sell  srf  tg  2200/2180  in  month  of  feb  2024,saltekmanager,2025-02-08 18:02:00
SRF,buy  active  now.  hold  for  the  upside  target,nfoking,2025-02-08 14:27:00
SRF,uptrend  is  possible  here  provided  mr.  market  has  a  say  in  the  north  side  kick  up.,India Flair,2025-02-07 19:19:00
SRF,"in  this  trend,  no  more  downward  again?  or  still  chances  for  down?",mrlnitk,2025-02-07 13:04:00
SRF,Sudden  spurt  in  volumes  of  srf  .  Bulk  buy  11  lac  shares  at  2280,Maheshtruevalue,2025-02-07 12:34:00
SRF,what  is  the  sudden  11  lac  shares  (250  crore)  bulk  bought  at  2280,Maheshtruevalue,2025-02-07 12:21:00
SRF,ro  day  it  will  be  up  by  -200  ₹,tech_54,2025-02-06 12:23:00
SRF,dont  be  hurry  upr  jayega  short  Krna  guys....2290  pr  seller  hai,pkrajput92,2025-02-06 09:18:00
SRF,good  morning  guys....  negative  sentiment  all  the  world  market.  chemical  industries  have  no  chance  to  recover  so  exit  your  position  from  this  stock  specially.  Better  to  re  enter  at  2100  level,pkrajput92,2025-02-06 06:52:00
SRF,your  money  your  decision  but  in  my  opinion  avoid  buying  and  go  on  observe  mode  for  this  week  let  the  reality  sink  in  before  you  take  any  hope  trades,m.f.whosane,2025-02-05 19:58:00
SRF,31  Jan  ka  fake  breakout  deke  jabardast  trap  Kiya  gya  ab  kl  31  Jan  ka  low  tutega  or  2190-2200  ke  bich  close  krega...4-5  days  me  2100  possible  hai   and  watch,pkrajput92,2025-02-05 18:51:00
SRF,only  go  up????????????????  bhai  short,pkrajput92,2025-02-05 15:56:00
SRF,first  2200  then  2143  and  last  2100  uske  bad  re  enter  in  ce  side.....,pkrajput92,2025-02-05 14:52:00
SRF,tomorrow  2200  tak   kl  v  rocked  take  pe  side  guys  fast  fast,pkrajput92,2025-02-05 14:49:00
SRF,2250  done  now  target  2200,pkrajput92,2025-02-05 14:48:00
SRF,tomorrow  it  will  remain  down  by  2-3  %  better  to  take  pe  side  position,pkrajput92,2025-02-05 13:37:00
SRF,khi  Aaj  hi  2250  na  le  jaye,pkrajput92,2025-02-05 13:30:00
SRF,SRF  Target  2320  from  now,Shiv8013,2025-02-05 10:49:00
SRF,bola  tha  na  sale   rocked,pkrajput92,2025-02-05 10:29:00
SRF,"In  comparison  with  Atul  Ltd.  ,  this  share  seems  to  be  very  poor  ????  .",utij958,2025-02-05 09:54:00
SRF,"UPL,  SRF,MandM,  among  others  hit  52-week  high

UPL,  SRF,MandM,  among  others  hit  52-week  high",kamal20,2025-02-04 17:06:00
SRF,kama  holding  holds  50percent  of  srf  trading  at  85  percent  discount  soon  gonna  boom,bhaveshbafna33,2025-02-04 13:29:00
SRF,they  wont  book  profits  before  3100-3200,CFO_AM,2025-02-04 11:31:00
SRF,breakout  junkies  not  booking  profit  yet,ThefabulousPenguin,2025-02-04 10:55:00
SRF,trump  pausing  tariffs  on  Canada  and  Mexico  and  will  talk  xi  today    so  should  pause  tariff  on  china  also   happens  2700  will  come,ChachaChaudhary,2025-02-04 09:27:00
SRF,news  channel  ke  hisab  se  mat  le  Lena,AGS1976,2025-02-04 09:09:00
SRF,khatam  ho  gayi  tariff  war  puri  rally  fail  ho  jayegi  ab,ChachaChaudhary,2025-02-04 08:05:00
SRF,buy  srf  for  target  6000  moving  towards  6000,anibillon,2025-02-04 00:20:00
SRF,"Bajaj  Finance,  SRF,  Eicher  Motors  among  stocks  hit  52-week  high

Bajaj  Finance,  SRF,  Eicher  Motors  among  stocks  hit  52-week  high",kamal20,2025-02-03 18:02:00
SRF,as  said  earlier  srf  up  by  80   the   to  come,srini_varun,2025-02-03 09:31:00
SRF,"SRF  keeps  grinding  higher,    keep  holding  longs,  there  is  lot  more  upside",sk9,2025-02-03 09:29:00
SRF,today  srf  will  be  up  by  80-100  rupees,srini_varun,2025-02-03 06:56:00
SRF,it  will  only  go  up  .  results  were  factored  in,damopra,2025-02-02 19:19:00
SRF,sell  sell  fast  now  it  will  down  on  monday  4-5%,pkrajput92,2025-02-02 15:03:00
SRF,SRF  Target  2280  sl  2340  today  sell........,Shiv8013,2025-02-02 11:50:00
SRF,"Shorters  ki  achhise  lanka  lag  gayi  hai,  quarterly  results  dekhke  share  price  decide  hota  to  sub  ameer  hote,  lol.",3_3MoneyMinter,2025-02-02 11:40:00
SRF,is  there  any  news  about  the  stock?,GSB1481,2025-02-01 18:57:00
SRF,tomorrow  it  will  climb  2  %  surely,pkrajput92,2025-02-01 14:58:00
SRF,"SRF  EPS  has  decreased  to  Rs.  8.55  in  December  2023  from  Rs.  17.24  in  December  2022.  SRF  was  trading  at  2224  on  1st  Feb  2023  and  is  trading  at  2300  on  1st  Feb  2024,  that  too  after  50%  reduction  in  EPS.  Logically,  price  should  climb  down  to  1800  -  1950  levels.",sunjaygoyal,2025-02-01 14:37:00
SRF,Q3  results  are  not  satisfied  better  to  quit  out  or  wait  for  Q4  results  it  definitely  boom  JAI  SHREE  RAM,B_HASKAR,2025-01-31 23:05:00
SRF,how  rk  knows  who  bought  LOL  ????,Always 1st,2025-01-31 19:54:00
SRF,"it  industry  already  taken  a  lot  of  beating,  keep  close  watch  on  infy,  wipro  and  tcs",dreamnifty_22,2025-01-31 17:37:00
SRF,morgan  stanley  view  on  srf  -packaging,kamal20,2025-01-31 17:10:00
SRF,"Nuvama  keeps  buy  rating  on  SRF,  target  at  Rs  2,929",kamal20,2025-01-31 17:03:00
SRF,"such  a  massive  volume,  still  not  moving  above  average  s,  lets  see  delivery  percentage",rohini80,2025-01-31 14:55:00
SRF,you  payvheavy  for  encouraging  audio  commentry,tech_54,2025-01-31 14:08:00
SRF,sell  short  in  futures  at  2325  stop  loss  2360  target  2150  just  a  bubble  price  wont  sustain,m.f.whosane,2025-01-31 13:57:00
SRF,"2850  done  in  srf,  there  is  lot  more  upside  in  this  counter  in  comng  months",sk9,2025-01-31 13:18:00
SRF,today  sellers  burned  their  fingers  script  heading  towards  2500  today  or  tomorrow  be  careful  buy  without  fear,subashsingh,2025-01-31 13:07:00
SRF,buy  with  stop  loss  2280  target  2390  today  itself,subashsingh,2025-01-31 13:00:00
SRF,"Those  who  buy  now  will  be  trapped  for  good  2-3  quarters.  Chemical  stocks  not  going  to  come  out  of  mess  before  that.  SRF  is  constantly  going  down  in  numbers.  PE  is  very  high,  cannot  sustain.",sunjaygoyal,2025-01-31 12:57:00
SRF,SRF  Target  3200  for  next  result,Aanandmtr,2025-01-31 12:44:00
SRF,sell  in  futures  at  2330  stop  loss  2370  target  2180,m.f.whosane,2025-01-31 12:29:00
SRF,One  of  the  best  company  in  chemicals..  Hold  for  long  term..  Nothing  to  worry  about  bad  result...,aastha6513,2025-01-31 12:28:00
SRF,Can  go  down  to  1950-2000  levels.  Rally  is  trapping  people  on  salary  day.,sunjaygoyal,2025-01-31 12:01:00
SRF,are  really  people  buying  this  stock  after  a  bad  result?  or  someone  is  pumping  after  every  one  has  call  for  sale,t103,2025-01-31 11:56:00
SRF,rally  will  start  after  2300  boom  boom,TOFIXCR7,2025-01-31 11:40:00
SRF,upper  circuit  possible..  boom  boom,TOFIXCR7,2025-01-31 11:28:00
SRF,best  time  to  enter  for  the  long  term  Wealth  creation.,rajeevroopa,2025-01-31 11:26:00
SRF,"The  chemical  company  has  registered  a  50.4  percent  on-year  decline  in  consolidated  net  profit  at  Rs  253.4  crore  for  third  quarter  of  FY24,  missing  analysts  estimates,  impacted  by  lower  topline  as  well  as  weak  operating  performance.  Consolidated  revenue  from  operations  dropped  12  percent  YoY  to  Rs  3,053  crore  for  the  quarter.",kamal20,2025-01-31 08:53:00
SRF,buy  for  3500  in  srf  very  soon,anibillon,2025-01-31 00:03:00
SRF,SRF  LOWER  CIRCUIT  POSIBLE  RESULT  :  Very  Bad/Weak  Results  Revenue  ⬇️12  %  YoY  -  3053  Cr  EBIT⬇️37  %  YoY  -  726  Cr  PAT  ⬇️50  %  YoY  -  253  Cr  Dividend  declared  -  3.6  per  share  D/E  -  0.46,Akki1103,2025-01-30 23:05:00
SRF,"The  Earning  Call  Session  today  for  SRF  is  very  encouraging  .  The  Audio  for  the  same  is  also  available  on  BSE.  SRF  Announcement,  Q4FY25  as  well  as  FY26  will  be  very  impressive.",AMISA,2025-01-30 22:43:00
SRF,"Srf  has  reached  the  bottom  ,  next  quarters  vl  be  better  from  here  ,  all  dips  r  buying  opportunities",reeteshg,2025-01-30 22:38:00
SRF,tomorrow  gap  down  4  %  and  then  reverse  from  there  and  reach  2350,deep20231975,2025-01-30 22:21:00
SRF,its  already  betten  down  from  2600  levels  recently  so  heavy  sorting  in  system  and  strong  support  at  2150  ...  last  2  min  heavy  buying  was  seen  in  future  and  options  all  can  see  big  green  ????  candel  .  so  I  dont  think  it  will  be  more  deep  red   dip  after  settel  is  buying  opportunity,dspmandvi,2025-01-30 22:03:00
SRF,the  results  are  too  bad.  it  is  going  to  open  4  percent  gap  down  tmrw.  All  long  call  holders  are  in  for  a  bloody  loss.  I  donot  know  why  I  took  call  today.  was  it  a  plain  bad  luck  or  a  coincidence.  I  will  be  lucky  if  I  loss  only  25%  tmrw  and  get  out  of  it.,woohoo,2025-01-30 21:28:00
SRF,operator    Behind  this    sale  and  book  handsum    profits,akb1951,2025-01-30 21:23:00
SRF,expect  the  stock  to  hit  3000  very  shortly..,srini_varun,2025-01-30 21:22:00
SRF,FOR  SRF  SJY  IS  THE  LUMITT  HIGHEST  PROFIT  NSKING  CO.,tech_54,2025-01-30 21:20:00
SRF,Who  knows  Q4  will  have  improved  results?  Geopolitical  unrest  and  dumping  by  china  still  continues  in  chemical  sector.  These  two  conditions  are  not  in  companys  hand.  So  cant  bet  on  management  comments.  Stock  is  expected  to  reach  1900  level  soon,Rocky62,2025-01-30 19:54:00
SRF,srf  results  looks  very  bad  .  both  sales  nd  profit  has  fallen  on  yoy  as  well  on  qoq  basis.  results  r  below  estimates.  this  stock  is  not  getting  any  earnings  support  whatsoever  qtr  after  qtr  same  problems,believe_me_2015,2025-01-30 18:05:00
SRF,"SRF  shares  surge  4prcnt  to  52-week  high  after  upbeat  management  outlook

SRF  anticipates  a  stronger  Q4,  driven  by  improved  demand  across  its  specialty  chemicals,  fluorochemicals,  and  agrochemicals  segments.",kamal20,2025-01-30 18:01:00
SRF,SRF  shares  have  surged  nearly  25  percent  in  the  last  one  month.,kamal20,2025-01-30 18:01:00
SRF,"i  think  it  is  a  decent  result  under  tough  conditions.  maybe  the  pain  would  persist  for  a  couple  more  quarters.  but,  an  attractive  level  for  long  term  investors.  it  should  cross  3000  by  next  march  2025.  if  things  look  up,  as  the  management  commentary  suggests,  the  stock  can  touch  2700  by  june  2024.  fingers  crossed.  holding  200  and  sold  a  2500  call  as  a  hedge.",ssreddys28,2025-01-30 17:51:00
SRF,holding  both  script  with  conviction.,vipul939,2025-01-30 17:35:00
SRF,"consolidated  q3fy24  financials  the  consolidated  revenue  of  the  company  decreased  12%  from  ₹3,470  crore  to  ₹3,053  crore  in  q3fy24  when  compared  with  corresponding  period  last  year  (cply).  the  company  s  earnings  before  interest  and  tax  (ebit)  decreased  37%  from  ₹726  crore  to  ₹457  crore  in  q3fy24  when  compared  with  cply.  the  company  s  profit  after  tax  (pat)  decreased  50%  from  ₹511  crore  to  ₹253  crore  in  q3fy24  when  compared  with  cply.  commenting  on  the  results,  chairman  and  managing  director,  ashish  bharat  ram  said,  while  this  has  certainly  been  a  tough  quarter,  we  can  see  things  improving  in  the  chemicals  business.  we  are  confident  of  a  significantly  improved  performance  in  the  4th  quarter.  with  a  large  number  of  plants  coming  on  stream,  our  focus  will  be  on  scaling  these  up  as  quickly  as  possible  in  the  months  ahead.  interim  dividend  in  today  s  meeting,  the  board  approved  a  second  interim  dividend  at  the  rate  of  36  percent  amounting  to  ₹3.60  per  share.  operating  profit  of  chemicals  business  decreased  43%  from  ₹564  crore  to  ₹322  crore  in  q3fy24  over  cply.  during  the  quarter,  specialty  chemicals  business  continued  to  face  headwinds  due  to  inventory  rationalization  by  certain  key  customers,  while  performing  better  than  q2fy24  on  the  positive  side,  we  commissioned  the  ptfe  facility  and  the  hfc  expansion  project  during  the  quarter.  b.  the  packaging  films  business  reported  a  decrease  of  9%  in  its  segment  revenue  from  ₹1,203  crore  to  ₹1,091  crore  during  q3fy24  when  compared  with  cply..",niks00007,2025-01-30 17:22:00
SRF,ashish  has  mentioned  q4  will  see  a  significant  improvement.  poor  result  already  factored  into  stock  in  a  hyper  bulish  market.  both  srf  and  navin  to  increase  in  next  10  sessions,supergana,2025-01-30 17:09:00
SRF,results  are  fector  in  the  price  it  is  created  his  bottom  here  now  onwards  upwards  journey  started,Prashant1988123,2025-01-30 17:08:00
SRF,SRF  shares  at  28-month  high  as  Q3  consolidated  profit  up  7prcnt,kamal20,2025-01-30 17:04:00
SRF,"rs.  3.6  per  share  divident  declared,  record  date  7th  feb,  tommorrow  will  fly..  buy  in  qty",hima1207,2025-01-30 16:02:00
SRF,"srf  posted  253cr  net  profit,  will  it  go  up?",call_me_segi,2025-01-30 16:00:00
SRF,Good  results  posted  and  no  wonder  price  and  volume  breakout  has  happened  in  SRF.,neha_0103,2025-01-30 15:13:00
SRF,go  long  only  dont  short  exit  all  shorts,ChachaChaudhary,2025-01-30 15:01:00
SRF,ye  abhi  nhi  girega  isnay  short  trap  kaliya  hai   girega  to  kalyan  karega,ChachaChaudhary,2025-01-30 14:59:00
SRF,short  karke  trap  ho  gaye  ho  lagata  hai,viv97in,2025-01-30 14:33:00
SRF,"deepak  ntr  ,srf  ,navin  fluorine  are  one  of  the  most  manipulated  stocks  even  more  than  kalyan  jewellers  and  pcjewellers",ThefabulousPenguin,2025-01-30 14:28:00
SRF,kalyan  jewellers  hai  ye  next,ChachaChaudhary,2025-01-30 14:24:00
SRF,algorithms  saving  the  price  by  manipulating  the  market  depth  .....    its  all  fake  rally,ChachaChaudhary,2025-01-30 13:56:00
SRF,nifty  should  correct  now  too  much  optimism  srf  moving  up  on  poor  margins,ChachaChaudhary,2025-01-30 13:46:00
SRF,enjoyying  the  rally  nice  indeed,Trade_Wise,2025-01-30 13:45:00
SRF,as  said  earlier  srf  now  100  points   on  for  mega  rally...,srini_varun,2025-01-30 13:13:00
SRF,Always  Buy  Quality  stock  in  Bad  time  of  Industry  for  Good  return  dont  fear  for  buy  best  in  Industry  Srf  and  Navin  Fluorine,Prashant1988123,2025-01-30 12:57:00
SRF,will  it  fall  after  result  or  already  at  down  side,dspmandvi,2025-01-30 12:23:00
SRF,"Results  are  expected  to  be  bad.  December  quarter  export  data  showed  that  SRFs  specialty  chemicals  exports  were  down  40  percent  YoY,  and  refrigerant  gas  exports  down  26  percent  YoY.",ashhishh,2025-01-30 11:20:00
SRF,"appears  like  breakout  has  not  happened,better  to  shift  to  other  stocks  as  market  in  green    with  wide  options",Trade_Wise,2025-01-30 10:46:00
SRF,2700  breakout  has  been  rejected  ....2500  is  support  now,ChachaChaudhary,2025-01-30 10:23:00
SRF,it  should  go  down  2-3  percent  today  the  pole  of  the  flag  made  on  usa  news  was  fake,ChachaChaudhary,2025-01-30 10:21:00
SRF,"It  has  not  ranked  during  this  market  correction,now  with  good  results  and  global  shortage  of  refrigerant  gas,it  should  touch  new  highs,wait  for  concall  update  today",Trade_Wise,2025-01-30 09:54:00
SRF,expect  2180  today  or  tomorrow  sl  2300  rakleke  short,vnkrock,2025-01-30 09:42:00
SRF,jab  results  retailers  bol  rhay  thay  kharab  hai  last  quarter  it  went  up  this  time  retailers  are  saying  results  are  good  but  margin  pressure  is  there  so  it  should  tank,ChachaChaudhary,2025-01-30 09:36:00
SRF,charts  might  be  showing  breakout  but  it  is  biggest  trap  for  bulls,ChachaChaudhary,2025-01-30 09:31:00
SRF,"SRF  Q3  Consolidated  YoY

Profit  rises  7prcnt  to  Rs  271.1  crore  Vs  Rs  253.4  crore

Revenue  grows  14.4prcnt  to  Rs  3,491.3  crore  Vs  Rs  3,053  crore",kamal20,2025-01-30 08:57:00
